"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"CURRENT_AGE_DEID",1.00201630499135,0.00280581840099098,0.717892140140755,0.472823794543972,0.996521037625459,1.00754187574501
"GENDERMale",1.25617561834009,0.0565949485609377,4.02989820805678,5.58010117124654e-05,1.12428561032353,1.40353765059576
"STAGE_HIGHEST_RECORDEDStage 4",2.55630937840914,0.0591617568327326,15.8643796179058,1.11816907972062e-56,2.2764328005552,2.87059544940171
"TMB_NONSYNONYMOUS",1.00220807115984,0.00356121770444077,0.61934909246783,0.535686410029095,0.995237156991929,1.00922781152359
"SMOKING_PREDICTIONS_3_CLASSESNever",0.809577577718758,0.0717566154194612,-2.94387737079165,0.00324128400358889,0.703362369619857,0.93183241335359
"HISTORY_OF_PDL1Yes",0.734496372824943,0.160967101482005,-1.91697694019997,0.0552408612820075,0.535764841207083,1.00694349498099
"PRIOR_MED_TO_MSKPrior medications to MSK",1.34988361634524,0.0717154808684645,4.18345348851068,2.87113852846106e-05,1.17287572642641,1.55360515749547
"PDL1_POSITIVEYes",1.2794275321763,0.155066443759115,1.58907840683563,0.112042692137002,0.944110648250032,1.73383788555387
